Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,52,AUSTRALIA,28,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17,JAPAN,39,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,CHINA,27,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,SINGAPORE,51,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,49,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,VIET NAM,20,0,Prefer not to say,29
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17,MALAYSIA,37,0,Prefer not to say,36
RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,39,SINGAPORE,1.48,0.41,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,53,SINGAPORE,73.67,20.65,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,40,SINGAPORE,7.21,2.02,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,13,SINGAPORE,5.09,1.43,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,18,6.3,F,29
JZI,Airlines,Online,Basic Plan,No,54,HONG KONG,26,9.1,M,40
JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,33
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,104,JAPAN,35,12.25,M,38
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22,7.7,M,42
JZI,Airlines,Online,Basic Plan,No,24,INDIA,35,12.25,M,53
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22,7.7,F,45
JZI,Airlines,Online,Basic Plan,No,48,INDIA,50,17.5,M,53
JZI,Airlines,Online,Basic Plan,No,6,THAILAND,18,6.3,M,49
JZI,Airlines,Online,Basic Plan,No,7,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,47
JZI,Airlines,Online,Basic Plan,No,20,SRI LANKA,26,9.1,M,45
JZI,Airlines,Online,Basic Plan,No,6,CHINA,26,9.1,F,47
JZI,Airlines,Online,Basic Plan,No,15,THAILAND,22,7.7,M,49
JZI,Airlines,Online,Basic Plan,No,48,JAPAN,26,9.1,F,32
JZI,Airlines,Online,Basic Plan,No,14,MYANMAR,33,11.55,M,34
JZI,Airlines,Online,Basic Plan,No,42,CHINA,63,22.05,M,48
JZI,Airlines,Online,Value Plan,No,10,CHINA,45,15.75,M,50
ART,Airlines,Online,24 Protect,No,2,PHILIPPINES,7.44,2.6,M,48
ART,Airlines,Online,24 Protect,No,2,THAILAND,9.48,3.32,M,48
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,38.35,9.59,M,45
C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,22.1,5.53,M,28
C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,38.35,9.59,F,26
C2B,Airlines,Online,Bronze Plan,No,33,SINGAPORE,17.25,4.31,F,30
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,17.55,4.39,M,25
C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,71,17.75,M,42
C2B,Airlines,Online,Silver Plan,Yes,11,SINGAPORE,62.25,15.56,M,33
C2B,Airlines,Online,Silver Plan,No,47,SINGAPORE,70.85,17.71,F,39
C2B,Airlines,Online,Silver Plan,No,61,SINGAPORE,25.9,6.47,M,37
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,25.9,6.47,M,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,86,MALAYSIA,39.6,23.76,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED STATES,19.8,11.88,Prefer not to say,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,THAILAND,29.7,17.82,Prefer not to say,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,60,MALAYSIA,19.8,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,UNITED ARAB EMIRATES,19.8,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,AUSTRALIA,39.6,23.76,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,105,UNITED KINGDOM,39.6,23.76,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56,THAILAND,31,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,PHILIPPINES,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,PHILIPPINES,20,0,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,99,THAILAND,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,"TAIWAN, PROVINCE OF CHINA",25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,INDONESIA,20,0,Prefer not to say,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,PHILIPPINES,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,PHILIPPINES,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,76,CHINA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,PHILIPPINES,70,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,THAILAND,24,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,103,"KOREA, REPUBLIC OF",56,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,SINGAPORE,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,HONG KONG,21,0,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,108,MYANMAR,20,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,MALAYSIA,20,0,Prefer not to say,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,9,CHINA,87,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,SINGAPORE,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CHINA,46,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,INDONESIA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CAMBODIA,103,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MALAYSIA,20,0,Prefer not to say,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,CHINA,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,107,THAILAND,20,0,Prefer not to say,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,68,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,INDONESIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,83,CHINA,28,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,INDONESIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47,THAILAND,68,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,AUSTRALIA,62,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,UNITED STATES,98,0,Prefer not to say,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,NETHERLANDS,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,CHINA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,38,UNITED STATES,10,0,Prefer not to say,42
EPX,Travel Agency,Online,Cancellation Plan,No,12,HONG KONG,21,0,Prefer not to say,51
EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,13,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,14,THAILAND,27,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,INDONESIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,56,"TAIWAN, PROVINCE OF CHINA",21,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,MACAO,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,87,UNITED KINGDOM,80,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,22,MALAYSIA,11,0,Prefer not to say,45
EPX,Travel Agency,Online,Cancellation Plan,No,24,SINGAPORE,60,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,59,MYANMAR,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,20,0,Prefer not to say,45
EPX,Travel Agency,Online,Cancellation Plan,No,76,INDIA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,VIET NAM,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,THAILAND,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,83,PHILIPPINES,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,INDIA,45,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,INDIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,CHINA,46,0,Prefer not to say,49
EPX,Travel Agency,Online,Cancellation Plan,No,28,INDIA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,FINLAND,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,INDONESIA,32,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,THAILAND,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,THAILAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,THAILAND,10,0,Prefer not to say,24
EPX,Travel Agency,Online,Cancellation Plan,No,12,AUSTRALIA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,47,CHINA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,HONG KONG,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,SINGAPORE,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,26,PHILIPPINES,19,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,39,INDONESIA,27,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,40,JAPAN,43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,VIET NAM,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,39,JAPAN,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,HONG KONG,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,81,JAPAN,36,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,16,0,Prefer not to say,45
EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,10,0,Prefer not to say,53
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,MALAYSIA,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,ITALY,72,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,"KOREA, REPUBLIC OF",55,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,64,JAPAN,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,VIET NAM,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,MALAYSIA,40,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,33,CHINA,32,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,CAMBODIA,41,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,SRI LANKA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,27,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,CANADA,40,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,26,INDIA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,"TAIWAN, PROVINCE OF CHINA",17,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,112,"KOREA, REPUBLIC OF",23,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,"KOREA, REPUBLIC OF",20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,TUNISIA,56,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,7,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,HONG KONG,55,0,Prefer not to say,49
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,27,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,54,RUSSIAN FEDERATION,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,AUSTRALIA,47,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,VIET NAM,20,0,Prefer not to say,39
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,31,UNITED STATES,20,0,Prefer not to say,45
KML,Travel Agency,Online,Value Plan,No,40,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Value Plan,No,38,NETHERLANDS,75,28.5,M,48
RAB,Airlines,Online,Value Plan,No,4,BRUNEI DARUSSALAM,15,6,Prefer not to say,52
RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6,Prefer not to say,38
RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6,M,39
RAB,Airlines,Online,Value Plan,No,15,BRUNEI DARUSSALAM,15,6,Prefer not to say,45
SSI,Airlines,Online,Ticket Protector,No,78,SINGAPORE,8.49,2.38,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30,10.5,F,35
JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,18,6.3,F,25
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22,7.7,F,35
JZI,Airlines,Online,Basic Plan,No,10,CHINA,26,9.1,M,42
JZI,Airlines,Online,Basic Plan,No,118,THAILAND,22,7.7,F,34
JZI,Airlines,Online,Basic Plan,No,12,PHILIPPINES,18,6.3,M,34
JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26,9.1,F,43
JZI,Airlines,Online,Basic Plan,No,73,CHINA,26,9.1,M,41
JZI,Airlines,Online,Value Plan,No,4,CHINA,36,12.6,M,47
JZI,Airlines,Online,Value Plan,No,15,HONG KONG,69,24.15,M,44
JZI,Airlines,Online,Value Plan,No,15,HONG KONG,69,24.15,M,41
C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,23.8,5.95,F,34
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,35.25,8.81,F,27
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,23.4,5.85,F,30
C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,71,17.75,F,26
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,17.55,4.39,M,29
C2B,Airlines,Online,Silver Plan,Yes,16,SINGAPORE,74.25,18.56,M,27
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,24.05,6.01,F,38
C2B,Airlines,Online,Silver Plan,No,68,SINGAPORE,24.05,6.01,M,47
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,62.25,15.56,F,27
C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,108,27,M,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,29.7,17.82,Prefer not to say,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,UNITED STATES,9.9,5.94,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,THAILAND,39.6,23.76,Prefer not to say,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,UNITED STATES,19.8,11.88,Prefer not to say,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,29.7,17.82,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,THAILAND,19.8,11.88,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,INDONESIA,20,0,Prefer not to say,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,NETHERLANDS,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,50,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,CHINA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,32,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CHINA,36,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,UNITED KINGDOM,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,HONG KONG,20,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73,THAILAND,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,THAILAND,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73,HONG KONG,22,0,Prefer not to say,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,56,GERMANY,145,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,74,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,JAPAN,62,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,VIET NAM,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,"KOREA, REPUBLIC OF",86,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,63,NEW ZEALAND,75,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,60,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20,0,Prefer not to say,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,"TAIWAN, PROVINCE OF CHINA",39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,50,CAMBODIA,75,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69,VIET NAM,28,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,NEW ZEALAND,94,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,INDIA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,"KOREA, REPUBLIC OF",34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,THAILAND,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,UNITED STATES,24,0,Prefer not to say,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,Prefer not to say,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,"KOREA, REPUBLIC OF",67,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,71,HONG KONG,62,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,FRANCE,69,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,50,SINGAPORE,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,24,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,MALAYSIA,11,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,32,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,10,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,UNITED STATES,11,0,Prefer not to say,38
EPX,Travel Agency,Online,Cancellation Plan,No,34,"KOREA, REPUBLIC OF",15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,Prefer not to say,52
EPX,Travel Agency,Online,Cancellation Plan,No,25,UNITED STATES,80,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,1,CHINA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,INDIA,27,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,82,"TAIWAN, PROVINCE OF CHINA",24,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,27,MALAYSIA,25,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,51,NEW ZEALAND,54,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,THAILAND,13,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,10,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,31,SINGAPORE,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,SINGAPORE,10,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,26,SINGAPORE,16,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,26,MALAYSIA,21,0,Prefer not to say,25
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10,0,Prefer not to say,51
EPX,Travel Agency,Online,Cancellation Plan,No,90,INDONESIA,10,0,Prefer not to say,28
